,unique_id,ds,y
135,AP-AP,2023-10-06 19:00:00+00:00,5412.776
136,AP-AP,2023-10-06 20:00:00+00:00,5446.417
137,AP-AP,2023-10-06 21:00:00+00:00,5419.075
138,AP-AP,2023-10-06 22:00:00+00:00,5331.612
139,AP-AP,2023-10-06 23:00:00+00:00,5319.622
140,AP-AP,2023-10-07 00:00:00+00:00,5174.722
141,AP-AP,2023-10-07 01:00:00+00:00,4982.092
142,AP-AP,2023-10-07 02:00:00+00:00,4713.128
143,AP-AP,2023-10-07 03:00:00+00:00,4405.696
144,AP-AP,2023-10-07 04:00:00+00:00,4176.443
145,AP-AP,2023-10-07 05:00:00+00:00,4014.991
146,AP-AP,2023-10-07 06:00:00+00:00,3931.159
147,AP-AP,2023-10-07 07:00:00+00:00,3840.562
148,AP-AP,2023-10-07 08:00:00+00:00,3833.04
149,AP-AP,2023-10-07 09:00:00+00:00,3862.126
150,AP-AP,2023-10-07 10:00:00+00:00,3976.37
151,AP-AP,2023-10-07 11:00:00+00:00,4129.088
152,AP-AP,2023-10-07 12:00:00+00:00,4283.351
153,AP-AP,2023-10-07 13:00:00+00:00,4433.726
154,AP-AP,2023-10-07 14:00:00+00:00,4484.383
155,AP-AP,2023-10-07 15:00:00+00:00,4481.87
156,AP-AP,2023-10-07 16:00:00+00:00,4420.191
157,AP-AP,2023-10-07 17:00:00+00:00,4379.563
158,AP-AP,2023-10-07 18:00:00+00:00,4352.001
159,AP-AP,2023-10-07 19:00:00+00:00,4363.966
160,AP-AP,2023-10-07 20:00:00+00:00,4434.733
161,AP-AP,2023-10-07 21:00:00+00:00,4477.848
162,AP-AP,2023-10-07 22:00:00+00:00,4544.016
163,AP-AP,2023-10-07 23:00:00+00:00,4652.011
164,AP-AP,2023-10-08 00:00:00+00:00,4590.996
165,AP-AP,2023-10-08 01:00:00+00:00,4483.101
166,AP-AP,2023-10-08 02:00:00+00:00,4280.074
167,AP-AP,2023-10-08 03:00:00+00:00,4090.349
168,AP-AP,2023-10-08 04:00:00+00:00,3959.537
169,AP-AP,2023-10-08 05:00:00+00:00,3848.665
170,AP-AP,2023-10-08 06:00:00+00:00,3803.185
171,AP-AP,2023-10-08 07:00:00+00:00,3759.392
172,AP-AP,2023-10-08 08:00:00+00:00,3763.283
173,AP-AP,2023-10-08 09:00:00+00:00,3828.857
174,AP-AP,2023-10-08 10:00:00+00:00,3972.431
175,AP-AP,2023-10-08 11:00:00+00:00,4140.954
176,AP-AP,2023-10-08 12:00:00+00:00,4330.914
177,AP-AP,2023-10-08 13:00:00+00:00,4434.521
178,AP-AP,2023-10-08 14:00:00+00:00,4474.06
179,AP-AP,2023-10-08 15:00:00+00:00,4458.734
180,AP-AP,2023-10-08 16:00:00+00:00,4471.672
181,AP-AP,2023-10-08 17:00:00+00:00,4422.472
182,AP-AP,2023-10-08 18:00:00+00:00,4400.448
183,AP-AP,2023-10-08 19:00:00+00:00,4406.882
184,AP-AP,2023-10-08 20:00:00+00:00,4539.305
185,AP-AP,2023-10-08 21:00:00+00:00,4641.951
186,AP-AP,2023-10-08 22:00:00+00:00,4806.89
187,AP-AP,2023-10-08 23:00:00+00:00,4961.791
188,AP-AP,2023-10-09 00:00:00+00:00,4864.614
189,AP-AP,2023-10-09 01:00:00+00:00,4699.259
190,AP-AP,2023-10-09 02:00:00+00:00,4493.948
191,AP-AP,2023-10-09 03:00:00+00:00,4329.389
192,AP-AP,2023-10-09 04:00:00+00:00,4209.115
193,AP-AP,2023-10-09 05:00:00+00:00,4141.772
194,AP-AP,2023-10-09 06:00:00+00:00,4104.563
195,AP-AP,2023-10-09 07:00:00+00:00,4118.014
196,AP-AP,2023-10-09 08:00:00+00:00,4243.775
197,AP-AP,2023-10-09 09:00:00+00:00,4504.623
198,AP-AP,2023-10-09 10:00:00+00:00,4875.642
199,AP-AP,2023-10-09 11:00:00+00:00,5118.506
200,AP-AP,2023-10-09 12:00:00+00:00,5234.563
201,AP-AP,2023-10-09 13:00:00+00:00,5224.02
202,AP-AP,2023-10-09 14:00:00+00:00,5190.174
203,AP-AP,2023-10-09 15:00:00+00:00,5181.578
204,AP-AP,2023-10-09 16:00:00+00:00,5094.285
205,AP-AP,2023-10-09 17:00:00+00:00,5060.377
206,AP-AP,2023-10-09 18:00:00+00:00,4976.817
207,AP-AP,2023-10-09 19:00:00+00:00,5020.382
208,AP-AP,2023-10-09 20:00:00+00:00,5071.913
209,AP-AP,2023-10-09 21:00:00+00:00,5158.532
210,AP-AP,2023-10-09 22:00:00+00:00,5236.016
211,AP-AP,2023-10-09 23:00:00+00:00,5373.598
212,AP-AP,2023-10-10 00:00:00+00:00,5246.513
213,AP-AP,2023-10-10 01:00:00+00:00,5029.409
214,AP-AP,2023-10-10 02:00:00+00:00,4751.743
215,AP-AP,2023-10-10 03:00:00+00:00,4566.46
216,AP-AP,2023-10-10 04:00:00+00:00,4393.521
217,AP-AP,2023-10-10 05:00:00+00:00,4309.14
218,AP-AP,2023-10-10 06:00:00+00:00,4263.62
219,AP-AP,2023-10-10 07:00:00+00:00,4234.514
220,AP-AP,2023-10-10 08:00:00+00:00,4351.923
221,AP-AP,2023-10-10 09:00:00+00:00,4611.175
222,AP-AP,2023-10-10 10:00:00+00:00,5068.605
223,AP-AP,2023-10-10 11:00:00+00:00,5246.318
224,AP-AP,2023-10-10 12:00:00+00:00,5248.42
225,AP-AP,2023-10-10 13:00:00+00:00,5096.298
226,AP-AP,2023-10-10 14:00:00+00:00,4996.591
227,AP-AP,2023-10-10 15:00:00+00:00,4953.029
228,AP-AP,2023-10-10 16:00:00+00:00,4951.253
229,AP-AP,2023-10-10 17:00:00+00:00,4930.186
230,AP-AP,2023-10-10 18:00:00+00:00,4873.675
231,AP-AP,2023-10-10 19:00:00+00:00,4841.838
232,AP-AP,2023-10-10 20:00:00+00:00,4886.955
233,AP-AP,2023-10-10 21:00:00+00:00,4942.267
234,AP-AP,2023-10-10 22:00:00+00:00,5079.158
235,AP-AP,2023-10-10 23:00:00+00:00,5227.898
236,AP-AP,2023-10-11 00:00:00+00:00,5165.577
237,AP-AP,2023-10-11 01:00:00+00:00,4986.644
238,AP-AP,2023-10-11 02:00:00+00:00,4700.005
239,AP-AP,2023-10-11 03:00:00+00:00,4514.54
240,AP-AP,2023-10-11 04:00:00+00:00,4340.123
241,AP-AP,2023-10-11 05:00:00+00:00,4275.584
242,AP-AP,2023-10-11 06:00:00+00:00,4255.088
243,AP-AP,2023-10-11 07:00:00+00:00,4301.795
244,AP-AP,2023-10-11 08:00:00+00:00,4398.868
245,AP-AP,2023-10-11 09:00:00+00:00,4688.296
246,AP-AP,2023-10-11 10:00:00+00:00,5112.56
247,AP-AP,2023-10-11 11:00:00+00:00,5344.859
248,AP-AP,2023-10-11 12:00:00+00:00,5371.021
249,AP-AP,2023-10-11 13:00:00+00:00,5191.359
250,AP-AP,2023-10-11 14:00:00+00:00,5117.065
251,AP-AP,2023-10-11 15:00:00+00:00,5006.583
252,AP-AP,2023-10-11 16:00:00+00:00,4929.669
253,AP-AP,2023-10-11 17:00:00+00:00,4910.2
254,AP-AP,2023-10-11 18:00:00+00:00,4877.956
255,AP-AP,2023-10-11 19:00:00+00:00,4847.285
256,AP-AP,2023-10-11 20:00:00+00:00,4941.384
257,AP-AP,2023-10-11 21:00:00+00:00,5001.043
258,AP-AP,2023-10-11 22:00:00+00:00,5058.057
259,AP-AP,2023-10-11 23:00:00+00:00,5225.226
260,AP-AP,2023-10-12 00:00:00+00:00,5169.124
261,AP-AP,2023-10-12 01:00:00+00:00,4984.576
262,AP-AP,2023-10-12 02:00:00+00:00,4723.866
263,AP-AP,2023-10-12 03:00:00+00:00,4475.903
264,AP-AP,2023-10-12 04:00:00+00:00,4347.942
265,AP-AP,2023-10-12 05:00:00+00:00,4238.89
266,AP-AP,2023-10-12 06:00:00+00:00,4201.402
267,AP-AP,2023-10-12 07:00:00+00:00,4220.408
268,AP-AP,2023-10-12 08:00:00+00:00,4281.131
269,AP-AP,2023-10-12 09:00:00+00:00,4519.697
270,AP-AP,2023-10-12 10:00:00+00:00,4943.537
271,AP-AP,2023-10-12 11:00:00+00:00,5129.558
272,AP-AP,2023-10-12 12:00:00+00:00,5119.174
273,AP-AP,2023-10-12 13:00:00+00:00,5066.53
274,AP-AP,2023-10-12 14:00:00+00:00,4983.099
275,AP-AP,2023-10-12 15:00:00+00:00,4922.147
276,AP-AP,2023-10-12 16:00:00+00:00,4925.798
277,AP-AP,2023-10-12 17:00:00+00:00,4909.919
278,AP-AP,2023-10-12 18:00:00+00:00,4909.468
279,AP-AP,2023-10-12 19:00:00+00:00,4918.624
280,AP-AP,2023-10-12 20:00:00+00:00,5002.703
281,AP-AP,2023-10-12 21:00:00+00:00,5051.382
282,AP-AP,2023-10-12 22:00:00+00:00,5118.75
283,AP-AP,2023-10-12 23:00:00+00:00,5237.539
284,AP-AP,2023-10-13 00:00:00+00:00,5140.751
285,AP-AP,2023-10-13 01:00:00+00:00,4927.806
286,AP-AP,2023-10-13 02:00:00+00:00,4619.117
287,AP-AP,2023-10-13 03:00:00+00:00,4387.297
288,AP-AP,2023-10-13 04:00:00+00:00,4206.06
289,AP-AP,2023-10-13 05:00:00+00:00,4071.928
290,AP-AP,2023-10-13 06:00:00+00:00,4037.418
291,AP-AP,2023-10-13 07:00:00+00:00,4037.474
292,AP-AP,2023-10-13 08:00:00+00:00,4118.428
293,AP-AP,2023-10-13 09:00:00+00:00,4326.303
294,AP-AP,2023-10-13 10:00:00+00:00,4707.342
295,AP-AP,2023-10-13 11:00:00+00:00,4948.124
296,AP-AP,2023-10-13 12:00:00+00:00,4988.368
297,AP-AP,2023-10-13 13:00:00+00:00,4949.942
298,AP-AP,2023-10-13 14:00:00+00:00,4887.14
299,AP-AP,2023-10-13 15:00:00+00:00,4853.279
300,AP-AP,2023-10-13 16:00:00+00:00,4834.811
301,AP-AP,2023-10-13 17:00:00+00:00,4830.34
302,AP-AP,2023-10-13 18:00:00+00:00,4802.979
303,AP-AP,2023-10-13 19:00:00+00:00,4824.12
304,AP-AP,2023-10-13 20:00:00+00:00,4859.805
305,AP-AP,2023-10-13 21:00:00+00:00,4905.487
306,AP-AP,2023-10-13 22:00:00+00:00,4907.516
307,AP-AP,2023-10-13 23:00:00+00:00,4943.214
308,AP-AP,2023-10-14 00:00:00+00:00,4826.799
309,AP-AP,2023-10-14 01:00:00+00:00,4674.169
310,AP-AP,2023-10-14 02:00:00+00:00,4444.88
311,AP-AP,2023-10-14 03:00:00+00:00,4273.792
312,AP-AP,2023-10-14 04:00:00+00:00,4061.203
313,AP-AP,2023-10-14 05:00:00+00:00,3970.803
314,AP-AP,2023-10-14 06:00:00+00:00,3906.04
315,AP-AP,2023-10-14 07:00:00+00:00,3887.918
316,AP-AP,2023-10-14 08:00:00+00:00,3882.639
317,AP-AP,2023-10-14 09:00:00+00:00,3978.14
318,AP-AP,2023-10-14 10:00:00+00:00,4111.387
319,AP-AP,2023-10-14 11:00:00+00:00,4312.46
320,AP-AP,2023-10-14 12:00:00+00:00,4518.554
321,AP-AP,2023-10-14 13:00:00+00:00,4695.108
322,AP-AP,2023-10-14 14:00:00+00:00,4831.393
323,AP-AP,2023-10-14 15:00:00+00:00,4867.728
324,AP-AP,2023-10-14 16:00:00+00:00,4867.491
325,AP-AP,2023-10-14 17:00:00+00:00,4844.571
326,AP-AP,2023-10-14 18:00:00+00:00,4800.076
327,AP-AP,2023-10-14 19:00:00+00:00,4780.0
328,AP-AP,2023-10-14 20:00:00+00:00,4811.898
329,AP-AP,2023-10-14 21:00:00+00:00,4873.745
330,AP-AP,2023-10-14 22:00:00+00:00,4895.698
331,AP-AP,2023-10-14 23:00:00+00:00,4918.478
332,AP-AP,2023-10-15 00:00:00+00:00,4830.431
333,AP-AP,2023-10-15 01:00:00+00:00,4673.663
334,AP-AP,2023-10-15 02:00:00+00:00,4492.867
335,AP-AP,2023-10-15 03:00:00+00:00,4312.242
336,AP-AP,2023-10-15 04:00:00+00:00,4127.342
337,AP-AP,2023-10-15 05:00:00+00:00,4027.809
338,AP-AP,2023-10-15 06:00:00+00:00,3972.107
339,AP-AP,2023-10-15 07:00:00+00:00,3945.934
340,AP-AP,2023-10-15 08:00:00+00:00,3951.174
341,AP-AP,2023-10-15 09:00:00+00:00,4019.077
342,AP-AP,2023-10-15 10:00:00+00:00,4161.646
343,AP-AP,2023-10-15 11:00:00+00:00,4356.407
344,AP-AP,2023-10-15 12:00:00+00:00,4527.622
345,AP-AP,2023-10-15 13:00:00+00:00,4593.221
346,AP-AP,2023-10-15 14:00:00+00:00,4625.343
347,AP-AP,2023-10-15 15:00:00+00:00,4631.966
348,AP-AP,2023-10-15 16:00:00+00:00,4629.717
349,AP-AP,2023-10-15 17:00:00+00:00,4566.776
350,AP-AP,2023-10-15 18:00:00+00:00,4519.2
351,AP-AP,2023-10-15 19:00:00+00:00,4515.73
352,AP-AP,2023-10-15 20:00:00+00:00,4550.948
353,AP-AP,2023-10-15 21:00:00+00:00,4685.029
354,AP-AP,2023-10-15 22:00:00+00:00,4872.532
355,AP-AP,2023-10-15 23:00:00+00:00,5025.924
356,AP-AP,2023-10-16 00:00:00+00:00,5001.742
357,AP-AP,2023-10-16 01:00:00+00:00,4840.562
358,AP-AP,2023-10-16 02:00:00+00:00,4623.04
359,AP-AP,2023-10-16 03:00:00+00:00,4426.993
360,AP-AP,2023-10-16 04:00:00+00:00,4298.652
361,AP-AP,2023-10-16 05:00:00+00:00,4225.305
362,AP-AP,2023-10-16 06:00:00+00:00,4212.035
363,AP-AP,2023-10-16 07:00:00+00:00,4231.724
364,AP-AP,2023-10-16 08:00:00+00:00,4345.168
365,AP-AP,2023-10-16 09:00:00+00:00,4585.724
366,AP-AP,2023-10-16 10:00:00+00:00,5014.43
367,AP-AP,2023-10-16 11:00:00+00:00,5247.483
368,AP-AP,2023-10-16 12:00:00+00:00,5291.901
369,AP-AP,2023-10-16 13:00:00+00:00,5268.428
370,AP-AP,2023-10-16 14:00:00+00:00,5251.25
371,AP-AP,2023-10-16 15:00:00+00:00,5217.917
372,AP-AP,2023-10-16 16:00:00+00:00,5197.028
373,AP-AP,2023-10-16 17:00:00+00:00,5146.405
374,AP-AP,2023-10-16 18:00:00+00:00,5059.611
375,AP-AP,2023-10-16 19:00:00+00:00,5058.446
376,AP-AP,2023-10-16 20:00:00+00:00,5109.443
377,AP-AP,2023-10-16 21:00:00+00:00,5185.418
378,AP-AP,2023-10-16 22:00:00+00:00,5330.766
379,AP-AP,2023-10-16 23:00:00+00:00,5481.247
380,AP-AP,2023-10-17 00:00:00+00:00,5334.331
381,AP-AP,2023-10-17 01:00:00+00:00,5118.565
382,AP-AP,2023-10-17 02:00:00+00:00,4845.604
383,AP-AP,2023-10-17 03:00:00+00:00,4627.744
384,AP-AP,2023-10-17 04:00:00+00:00,4447.703
385,AP-AP,2023-10-17 05:00:00+00:00,4321.085
386,AP-AP,2023-10-17 06:00:00+00:00,4311.739
387,AP-AP,2023-10-17 07:00:00+00:00,4295.862
388,AP-AP,2023-10-17 08:00:00+00:00,4393.761
389,AP-AP,2023-10-17 09:00:00+00:00,4616.079
390,AP-AP,2023-10-17 10:00:00+00:00,4985.195
391,AP-AP,2023-10-17 11:00:00+00:00,5233.777
392,AP-AP,2023-10-17 12:00:00+00:00,5243.261
393,AP-AP,2023-10-17 13:00:00+00:00,5170.722
394,AP-AP,2023-10-17 14:00:00+00:00,5162.011
395,AP-AP,2023-10-17 15:00:00+00:00,5231.903
396,AP-AP,2023-10-17 16:00:00+00:00,5213.564
397,AP-AP,2023-10-17 17:00:00+00:00,5197.634
398,AP-AP,2023-10-17 18:00:00+00:00,5155.772
399,AP-AP,2023-10-17 19:00:00+00:00,5115.208
400,AP-AP,2023-10-17 20:00:00+00:00,5183.261
401,AP-AP,2023-10-17 21:00:00+00:00,5272.284
402,AP-AP,2023-10-17 22:00:00+00:00,5345.124
403,AP-AP,2023-10-17 23:00:00+00:00,5416.771
404,AP-AP,2023-10-18 00:00:00+00:00,5317.127
405,AP-AP,2023-10-18 01:00:00+00:00,5119.415
406,AP-AP,2023-10-18 02:00:00+00:00,4836.95
407,AP-AP,2023-10-18 03:00:00+00:00,4577.24
408,AP-AP,2023-10-18 04:00:00+00:00,4398.637
409,AP-AP,2023-10-18 05:00:00+00:00,4366.029
410,AP-AP,2023-10-18 06:00:00+00:00,4315.187
411,AP-AP,2023-10-18 07:00:00+00:00,4335.18
412,AP-AP,2023-10-18 08:00:00+00:00,4427.454
413,AP-AP,2023-10-18 09:00:00+00:00,4645.104
414,AP-AP,2023-10-18 10:00:00+00:00,5080.755
415,AP-AP,2023-10-18 11:00:00+00:00,5291.198
416,AP-AP,2023-10-18 12:00:00+00:00,5338.83
417,AP-AP,2023-10-18 13:00:00+00:00,5292.441
418,AP-AP,2023-10-18 14:00:00+00:00,5259.098
419,AP-AP,2023-10-18 15:00:00+00:00,5185.995
420,AP-AP,2023-10-18 16:00:00+00:00,5112.143
421,AP-AP,2023-10-18 17:00:00+00:00,5085.952
422,AP-AP,2023-10-18 18:00:00+00:00,5096.544
423,AP-AP,2023-10-18 19:00:00+00:00,4986.527
424,AP-AP,2023-10-18 20:00:00+00:00,5011.789
425,AP-AP,2023-10-18 21:00:00+00:00,5167.005
426,AP-AP,2023-10-18 22:00:00+00:00,5227.528
427,AP-AP,2023-10-18 23:00:00+00:00,5416.156
428,AP-AP,2023-10-19 00:00:00+00:00,5342.609
429,AP-AP,2023-10-19 01:00:00+00:00,5175.385
430,AP-AP,2023-10-19 02:00:00+00:00,4903.6
431,AP-AP,2023-10-19 03:00:00+00:00,4699.665
432,AP-AP,2023-10-19 04:00:00+00:00,4622.774
433,AP-AP,2023-10-19 05:00:00+00:00,4541.533
434,AP-AP,2023-10-19 06:00:00+00:00,4496.031
435,AP-AP,2023-10-19 07:00:00+00:00,4574.545
436,AP-AP,2023-10-19 08:00:00+00:00,4644.045
437,AP-AP,2023-10-19 09:00:00+00:00,4912.471
438,AP-AP,2023-10-19 10:00:00+00:00,5355.964
439,AP-AP,2023-10-19 11:00:00+00:00,5612.665
440,AP-AP,2023-10-19 12:00:00+00:00,5577.725
441,AP-AP,2023-10-19 13:00:00+00:00,5419.671
442,AP-AP,2023-10-19 14:00:00+00:00,5343.306
443,AP-AP,2023-10-19 15:00:00+00:00,5234.348
444,AP-AP,2023-10-19 16:00:00+00:00,5163.47
445,AP-AP,2023-10-19 17:00:00+00:00,5107.156
446,AP-AP,2023-10-19 18:00:00+00:00,4959.306
447,AP-AP,2023-10-19 19:00:00+00:00,4931.485
448,AP-AP,2023-10-19 20:00:00+00:00,4961.268
449,AP-AP,2023-10-19 21:00:00+00:00,5027.757
450,AP-AP,2023-10-19 22:00:00+00:00,5171.584
451,AP-AP,2023-10-19 23:00:00+00:00,5271.965
452,AP-AP,2023-10-20 00:00:00+00:00,5201.567
453,AP-AP,2023-10-20 01:00:00+00:00,4986.898
454,AP-AP,2023-10-20 02:00:00+00:00,4715.411
455,AP-AP,2023-10-20 03:00:00+00:00,4490.156
456,AP-AP,2023-10-20 04:00:00+00:00,4297.344
457,AP-AP,2023-10-20 05:00:00+00:00,4164.412
458,AP-AP,2023-10-20 06:00:00+00:00,4138.257
459,AP-AP,2023-10-20 07:00:00+00:00,4128.591
460,AP-AP,2023-10-20 08:00:00+00:00,4203.757
461,AP-AP,2023-10-20 09:00:00+00:00,4401.159
462,AP-AP,2023-10-20 10:00:00+00:00,4783.31
463,AP-AP,2023-10-20 11:00:00+00:00,5033.984
464,AP-AP,2023-10-20 12:00:00+00:00,5134.314
